Book title,Price,Availability,Rating,Product page link,Rating_num
"Nightingale, Sing",38.28,In stock,One,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html,1
Night Sky with Exit Wounds,41.05,In stock,One,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,1
Mrs. Houdini,30.25,In stock,Five,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,5
Modern Romance,28.26,In stock,Five,https://books.toscrape.com/catalogue/modern-romance_820/index.html,5
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),10.76,In stock,One,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,1
Louisa: The Extraordinary Life of Mrs. Adams,16.85,In stock,Two,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,2
Little Red,13.47,In stock,Three,https://books.toscrape.com/catalogue/little-red_817/index.html,3
Library of Souls (Miss Peregrine’s Peculiar Children #3),48.56,In stock,Five,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,5
Large Print Heart of the Pride,19.15,In stock,Two,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,2
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,In stock,Four,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,4
Hollow City (Miss Peregrine’s Peculiar Children #2),42.98,In stock,One,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,1
Grumbles,22.16,In stock,Two,https://books.toscrape.com/catalogue/grumbles_812/index.html,2
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,49.43,In stock,Four,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,4
Frostbite (Vampire Academy #2),29.99,In stock,Five,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,5
Follow You Home,21.36,In stock,One,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,1
First Steps for New Christians (Print Edition),29.0,In stock,One,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,1
Finders Keepers (Bill Hodges Trilogy #2),53.53,In stock,Five,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,5
"Fables, Vol. 1: Legends in Exile (Fables #1)",41.62,In stock,Four,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,4
Eureka Trivia 6.0,54.59,In stock,Four,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,4
Drive: The Surprising Truth About What Motivates Us,34.95,In stock,Four,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,4
Done Rubbed Out (Reightman & Bailey #1),37.72,In stock,Five,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,5
Doing It Over (Most Likely To #1),35.61,In stock,Three,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,3
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,In stock,Three,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,3
Dark Notes,19.19,In stock,Five,https://books.toscrape.com/catalogue/dark-notes_800/index.html,5
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,In stock,Three,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,3
Close to You,49.46,In stock,Four,https://books.toscrape.com/catalogue/close-to-you_798/index.html,4
Chasing Heaven: What Dying Taught Me About Living,37.8,In stock,Two,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,2
Big Magic: Creative Living Beyond Fear,30.8,In stock,Three,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,3
Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,In stock,Two,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,2
Beauty Restored (Riley Family Legacy Novellas #3),11.11,In stock,Two,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,2
Batman: The Long Halloween (Batman),36.5,In stock,Two,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,2
Batman: The Dark Knight Returns (Batman),15.38,In stock,Five,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,5
Ayumi's Violin,15.48,In stock,Two,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,2
Anonymous,46.82,In stock,Four,https://books.toscrape.com/catalogue/anonymous_790/index.html,4
Amy Meets the Saints and Sages,18.46,In stock,Three,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,3
Amid the Chaos,36.58,In stock,One,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,1
Amatus,50.54,In stock,Five,https://books.toscrape.com/catalogue/amatus_787/index.html,5
Agnostic: A Spirited Manifesto,12.51,In stock,Five,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,5
Zealot: The Life and Times of Jesus of Nazareth,24.7,In stock,Three,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,3
You (You #1),43.61,In stock,Five,https://books.toscrape.com/catalogue/you-you-1_784/index.html,5
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",37.34,In stock,Four,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,4
Wild Swans,14.36,In stock,Two,https://books.toscrape.com/catalogue/wild-swans_782/index.html,2
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,In stock,Four,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,4
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,In stock,Four,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,4
What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,In stock,Two,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,2
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.9,In stock,One,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,1
Walt Disney's Alice in Wonderland,12.96,In stock,Five,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,5
V for Vendetta (V for Vendetta Complete),37.1,In stock,Four,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,4
Until Friday Night (The Field Party #1),46.31,In stock,Two,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,2
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,In stock,Two,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,2
Twenty Yawns,22.08,In stock,Two,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,2
Through the Woods,25.38,In stock,Two,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,2
This Is Where It Ends,27.12,In stock,Two,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,2
The Year of Magical Thinking,43.04,In stock,Two,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,2
The Wright Brothers,56.8,In stock,Four,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,4
The White Queen (The Cousins' War #1),25.91,In stock,Five,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,5
The Wedding Pact (The O'Malleys #2),32.61,In stock,Three,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,3
The Time Keeper,27.88,In stock,Five,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,5
The Testament of Mary,52.67,In stock,Four,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,4
The Star-Touched Queen,46.02,In stock,Five,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,5
The Songs of the Gods,44.48,In stock,Five,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,5
The Song of Achilles,37.4,In stock,Five,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,5
The Rosie Project (Don Tillman #1),54.04,In stock,One,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,1
The Power of Habit: Why We Do What We Do in Life and Business,16.88,In stock,Three,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,3
The Marriage of Opposites,28.08,In stock,Four,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,4
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,In stock,One,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,1
The Long Haul (Diary of a Wimpy Kid #9),44.07,In stock,One,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,1
The Loney,23.4,In stock,One,https://books.toscrape.com/catalogue/the-loney_756/index.html,1
The Literature Book (Big Ideas Simply Explained),17.43,In stock,Three,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,3
The Last Mile (Amos Decker #2),54.21,In stock,Two,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,2
The Immortal Life of Henrietta Lacks,40.67,In stock,Two,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,2
The Hidden Oracle (The Trials of Apollo #1),52.26,In stock,Two,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,2
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,In stock,Three,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,3
The Guilty (Will Robie #4),13.82,In stock,Two,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,2
The First Hostage (J.B. Collins #2),25.85,In stock,Three,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,3
The Dovekeepers,48.78,In stock,One,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,1
The Darkest Lie,35.35,In stock,Five,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,5
The Bane Chronicles (The Bane Chronicles #1-11),44.73,In stock,Four,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,4
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,15.77,In stock,One,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,1
The 14th Colony (Cotton Malone #11),39.24,In stock,One,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,1
That Darkness (Gardiner and Renner #1),13.92,In stock,One,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,1
Tastes Like Fear (DI Marnie Rome #3),10.69,In stock,One,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,1
Take Me with You,45.21,In stock,Three,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,3
Swell: A Year of Waves,45.58,In stock,One,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,1
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,In stock,Five,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,5
Still Life with Bread Crumbs,26.41,In stock,Three,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,3
Steve Jobs,39.5,In stock,Five,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,5
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,In stock,Four,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,4
Someone Like You (The Harrisons #2),52.79,In stock,Five,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,5
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,In stock,Four,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,4
Shtum,55.84,In stock,Four,https://books.toscrape.com/catalogue/shtum_733/index.html,4
See America: A Celebration of Our National Parks & Treasured Sites,48.87,In stock,Three,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,3
salt.,46.78,In stock,Four,https://books.toscrape.com/catalogue/salt_731/index.html,4
Robin War,47.82,In stock,Three,https://books.toscrape.com/catalogue/robin-war_730/index.html,3
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,In stock,Two,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,2
Rain Fish,23.57,In stock,Three,https://books.toscrape.com/catalogue/rain-fish_728/index.html,3
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,In stock,Five,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,5
Pet Sematary,10.56,In stock,Three,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,3
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,In stock,Three,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,3
Once Was a Time,18.28,In stock,Two,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,2
Old School (Diary of a Wimpy Kid #10),11.83,In stock,Five,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,5
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,In stock,Two,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,2
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,In stock,Two,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,2
My Name Is Lucy Barton,41.56,In stock,One,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,1
My Mrs. Brown,24.48,In stock,Three,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,3
My Kind of Crazy,40.36,In stock,One,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,1
Mr. Mercedes (Bill Hodges Trilogy #1),28.9,In stock,One,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,1
More Than Music (Chasing the Dream #1),37.61,In stock,Two,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,2
Made to Stick: Why Some Ideas Survive and Others Die,38.85,In stock,Five,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,5
Luis Paints the World,53.95,In stock,Three,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,3
Luckiest Girl Alive,49.83,In stock,Three,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,3
Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,In stock,Two,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,2
Love Is a Mix Tape (Music #1),18.03,In stock,One,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,1
Looking for Lovely: Collecting the Moments that Matter,29.14,In stock,Five,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,5
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,In stock,Four,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,4
Let It Out: A Journey Through Journaling,26.79,In stock,Five,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,5
Lady Midnight (The Dark Artifices #1),16.28,In stock,Five,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,5
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,In stock,One,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,1
Island of Dragons (Unwanteds #7),29.65,In stock,One,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,1
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,In stock,Four,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,4
I Am Pilgrim (Pilgrim #1),10.6,In stock,Four,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,4
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,In stock,Five,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,5
"Hush, Hush (Hush, Hush #1)",47.02,In stock,Three,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,3
Hold Your Breath (Search and Rescue #1),28.82,In stock,One,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,1
Hamilton: The Revolution,58.79,In stock,Three,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,3
Greek Mythic History,10.23,In stock,Five,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,5
God: The Most Unpleasant Character in All Fiction,30.03,In stock,Five,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,5
Glory over Everything: Beyond The Kitchen House,45.84,In stock,Three,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,3
Feathers: Displays of Brilliant Plumage,49.05,In stock,Three,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,3
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,In stock,Four,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,4
Every Last Word,46.47,In stock,Three,https://books.toscrape.com/catalogue/every-last-word_693/index.html,3
Eligible (The Austen Project #4),27.09,In stock,Three,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,3
El Deafo,57.62,In stock,Five,https://books.toscrape.com/catalogue/el-deafo_691/index.html,5
Eight Hundred Grapes,14.39,In stock,Four,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,4
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,In stock,Five,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,5
"Eat Fat, Get Thin",54.07,In stock,Two,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,2
Don't Get Caught,55.35,In stock,One,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,1
Doctor Sleep (The Shining #2),40.12,In stock,Two,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,2
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,In stock,Five,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,5
Dear Mr. Knightley,11.21,In stock,Five,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,5
Daily Fantasy Sports,36.58,In stock,One,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,1
Crazy Love: Overwhelmed by a Relentless God,47.72,In stock,Two,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,2
Cometh the Hour (The Clifton Chronicles #6),25.01,In stock,Three,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,3
Code Name Verity (Code Name Verity #1),22.13,In stock,Four,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,4
Clockwork Angel (The Infernal Devices #1),44.14,In stock,One,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,1
City of Glass (The Mortal Instruments #3),56.02,In stock,Four,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,4
City of Fallen Angels (The Mortal Instruments #4),11.23,In stock,Four,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,4
City of Bones (The Mortal Instruments #1),43.28,In stock,One,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,1
City of Ashes (The Mortal Instruments #2),47.27,In stock,One,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,1
Cell,20.29,In stock,Four,https://books.toscrape.com/catalogue/cell_674/index.html,4
Catching Jordan (Hundred Oaks),50.83,In stock,Three,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,3
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,In stock,Three,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,3
Carrie,46.23,In stock,Two,https://books.toscrape.com/catalogue/carrie_671/index.html,2
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,In stock,Four,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,4
Brain on Fire: My Month of Madness,49.32,In stock,Five,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,5
Batman: Europa,32.01,In stock,Two,https://books.toscrape.com/catalogue/batman-europa_668/index.html,2
Barefoot Contessa Back to Basics,28.01,In stock,One,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,1
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,In stock,Five,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,5
Balloon Animals,17.03,In stock,Three,https://books.toscrape.com/catalogue/balloon-animals_665/index.html,3
Art Ops Vol. 1,48.8,In stock,Three,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,3
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,In stock,Four,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,4
Angels Walking (Angels Walking #1),34.2,In stock,Two,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,2
Angels & Demons (Robert Langdon #1),51.48,In stock,Three,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,3
All the Light We Cannot See,29.87,In stock,Five,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,5
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,In stock,Two,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,2
Abstract City,56.37,In stock,Five,https://books.toscrape.com/catalogue/abstract-city_658/index.html,5
A Time of Torment (Charlie Parker #14),48.35,In stock,Five,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,5
A Study in Scarlet (Sherlock Holmes #1),16.73,In stock,Two,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,2
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,In stock,Two,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,2
A People's History of the United States,40.79,In stock,Two,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,2
A Man Called Ove,39.72,In stock,One,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,1
A Distant Mirror: The Calamitous 14th Century,14.58,In stock,Three,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,3
A Brush of Wings (Angels Walking #3),55.51,In stock,One,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,1
1491: New Revelations of the Americas Before Columbus,21.8,In stock,Three,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,3
"The Three Searches, Meaning, and the Story",13.33,In stock,Three,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,3
Searching for Meaning in Gailana,38.73,In stock,One,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,1
Rook,37.86,In stock,Four,https://books.toscrape.com/catalogue/rook_647/index.html,4
My Kitchen Year: 136 Recipes That Saved My Life,11.53,In stock,Two,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,2
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,In stock,One,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,1
Will You Won't You Want Me?,13.86,In stock,Three,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,3
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,In stock,One,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,1
The Star-Touched Queen,32.3,In stock,Five,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,5
The Silent Sister (Riley MacPherson #1),46.29,In stock,Five,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,5
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,In stock,One,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,1
The Lonely City: Adventures in the Art of Being Alone,33.26,In stock,Two,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,2
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,In stock,Four,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,4
The Golden Condom: And Other Essays on Love Lost and Found,39.43,In stock,One,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,1
The Epidemic (The Program 0.6),14.44,In stock,Five,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,5
The Dinner Party,56.54,In stock,Two,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,2
The Diary of a Young Girl,59.9,In stock,Three,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,3
The Children,11.88,In stock,Three,https://books.toscrape.com/catalogue/the-children_633/index.html,3
